date,aisp,crime,occurrences
MARÇO/2015,6,Estupro,1
MARÇO/2015,6,Roubo a Ônibus,21
MARÇO/2015,6,Roubo de Veículo,56
MARÇO/2015,6,Furto de Veículo,13
MARÇO/2015,6,Uso/Porte Entorpecente,10
MARÇO/2015,7,Homicídio Doloso,3
MARÇO/2015,7,Lesão Corporal Seguida de Morte,0
MARÇO/2015,7,Latrocínio,0
MARÇO/2015,7,Tentativa de Homicídio,2
MARÇO/2015,7,Estupro,2
MARÇO/2015,7,Roubo a Ônibus,12
MARÇO/2015,7,Roubo de Veículo,37
MARÇO/2015,7,Furto de Veículo,3
MARÇO/2015,7,Uso/Porte Entorpecente,2
MARÇO/2015,8,Homicídio Doloso,2
MARÇO/2015,8,Lesão Corporal Seguida de Morte,0
MARÇO/2015,8,Latrocínio,0
MARÇO/2015,8,Tentativa de Homicídio,0
MARÇO/2015,8,Estupro,1
MARÇO/2015,8,Roubo a Ônibus,1
MARÇO/2015,8,Roubo de Veículo,18
MARÇO/2015,8,Furto de Veículo,1
MARÇO/2015,8,Uso/Porte Entorpecente,0
MARÇO/2015,9,Homicídio Doloso,4
MARÇO/2015,9,Lesão Corporal Seguida de Morte,1
MARÇO/2015,9,Latrocínio,0
MARÇO/2015,9,Tentativa de Homicídio,0
MARÇO/2015,9,Estupro,6
MARÇO/2015,9,Roubo a Ônibus,5
MARÇO/2015,9,Roubo de Veículo,65
MARÇO/2015,9,Furto de Veículo,4
MARÇO/2015,9,Uso/Porte Entorpecente,9
MARÇO/2015,10,Homicídio Doloso,7
MARÇO/2015,10,Lesão Corporal Seguida de Morte,1
MARÇO/2015,10,Latrocínio,1
MARÇO/2015,10,Tentativa de Homicídio,2
MARÇO/2015,10,Estupro,3
MARÇO/2015,10,Roubo a Ônibus,12
MARÇO/2015,10,Roubo de Veículo,54
MARÇO/2015,10,Furto de Veículo,11
MARÇO/2015,10,Uso/Porte Entorpecente,7
MARÇO/2015,11,Homicídio Doloso,13
MARÇO/2015,11,Lesão Corporal Seguida de Morte,2
MARÇO/2015,11,Latrocínio,0
MARÇO/2015,11,Tentativa de Homicídio,7
MARÇO/2015,11,Estupro,3
MARÇO/2015,11,Roubo a Ônibus,46
MARÇO/2015,11,Roubo de Veículo,70
MARÇO/2015,11,Furto de Veículo,17
MARÇO/2015,11,Uso/Porte Entorpecente,11
MARÇO/2015,12,Homicídio Doloso,9
MARÇO/2015,12,Lesão Corporal Seguida de Morte,0
MARÇO/2015,12,Latrocínio,0
MARÇO/2015,12,Tentativa de Homicídio,1
MARÇO/2015,12,Estupro,4
MARÇO/2015,12,Roubo a Ônibus,18
MARÇO/2015,12,Roubo de Veículo,91
MARÇO/2015,12,Furto de Veículo,19
MARÇO/2015,12,Uso/Porte Entorpecente,9
MARÇO/2015,13,Homicídio Doloso,12
MARÇO/2015,13,Lesão Corporal Seguida de Morte,0
MARÇO/2015,13,Latrocínio,1
MARÇO/2015,13,Tentativa de Homicídio,3
MARÇO/2015,13,Estupro,2
MARÇO/2015,13,Roubo a Ônibus,2
MARÇO/2015,13,Roubo de Veículo,26
MARÇO/2015,13,Furto de Veículo,3
MARÇO/2015,13,Uso/Porte Entorpecente,1
MARÇO/2015,14,Homicídio Doloso,0
MARÇO/2015,14,Lesão Corporal Seguida de Morte,0
MARÇO/2015,14,Latrocínio,0
MARÇO/2015,14,Tentativa de Homicídio,0
MARÇO/2015,14,Estupro,1
MARÇO/2015,14,Roubo a Ônibus,1
MARÇO/2015,14,Roubo de Veículo,8
MARÇO/2015,14,Furto de Veículo,1
MARÇO/2015,14,Uso/Porte Entorpecente,6
MARÇO/2015,15,Homicídio Doloso,1
MARÇO/2015,15,Lesão Corporal Seguida de Morte,0
MARÇO/2015,15,Latrocínio,0
MARÇO/2015,15,Tentativa de Homicídio,1
MARÇO/2015,15,Estupro,2
MARÇO/2015,15,Roubo a Ônibus,3
MARÇO/2015,15,Roubo de Veículo,1
MARÇO/2015,15,Furto de Veículo,1
MARÇO/2015,15,Uso/Porte Entorpecente,3
MARÇO/2015,16,Homicídio Doloso,1
MARÇO/2015,16,Lesão Corporal Seguida de Morte,0
MARÇO/2015,16,Latrocínio,0
MARÇO/2015,16,Tentativa de Homicídio,0
MARÇO/2015,16,Estupro,1
MARÇO/2015,16,Roubo a Ônibus,6
MARÇO/2015,16,Roubo de Veículo,29
MARÇO/2015,16,Furto de Veículo,3
MARÇO/2015,16,Uso/Porte Entorpecente,1
FEVEREIRO/2015,1,Homicídio Doloso,6
FEVEREIRO/2015,1,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2015,1,Latrocínio,2
FEVEREIRO/2015,1,Tentativa de Homicídio,7
FEVEREIRO/2015,1,Estupro,4
FEVEREIRO/2015,1,Roubo a Ônibus,13
FEVEREIRO/2015,1,Roubo de Veículo,23
FEVEREIRO/2015,1,Furto de Veículo,12
FEVEREIRO/2015,1,Uso/Porte Entorpecente,8
FEVEREIRO/2015,2,Homicídio Doloso,8
FEVEREIRO/2015,2,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2015,2,Latrocínio,0
FEVEREIRO/2015,2,Tentativa de Homicídio,2
FEVEREIRO/2015,2,Estupro,1
FEVEREIRO/2015,2,Roubo a Ônibus,14
FEVEREIRO/2015,2,Roubo de Veículo,55
FEVEREIRO/2015,2,Furto de Veículo,13
FEVEREIRO/2015,2,Uso/Porte Entorpecente,0
FEVEREIRO/2015,3,Homicídio Doloso,7
FEVEREIRO/2015,3,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2015,3,Latrocínio,0
FEVEREIRO/2015,3,Tentativa de Homicídio,1
FEVEREIRO/2015,3,Estupro,4
FEVEREIRO/2015,3,Roubo a Ônibus,14
FEVEREIRO/2015,3,Roubo de Veículo,40
FEVEREIRO/2015,3,Furto de Veículo,19
FEVEREIRO/2015,3,Uso/Porte Entorpecente,0
FEVEREIRO/2015,4,Homicídio Doloso,9
FEVEREIRO/2015,4,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2015,4,Latrocínio,1
FEVEREIRO/2015,4,Tentativa de Homicídio,5
FEVEREIRO/2015,4,Estupro,1
FEVEREIRO/2015,4,Roubo a Ônibus,33
FEVEREIRO/2015,4,Roubo de Veículo,27
FEVEREIRO/2015,4,Furto de Veículo,9
FEVEREIRO/2015,4,Uso/Porte Entorpecente,1
FEVEREIRO/2015,5,Homicídio Doloso,13
FEVEREIRO/2015,5,Lesão Corporal Seguida de Morte,1
FEVEREIRO/2015,5,Latrocínio,0
FEVEREIRO/2015,5,Tentativa de Homicídio,3
FEVEREIRO/2015,5,Estupro,5
FEVEREIRO/2015,5,Roubo a Ônibus,25
FEVEREIRO/2015,5,Roubo de Veículo,23
FEVEREIRO/2015,5,Furto de Veículo,4
FEVEREIRO/2015,5,Uso/Porte Entorpecente,2
FEVEREIRO/2015,6,Homicídio Doloso,15
FEVEREIRO/2015,6,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2015,6,Latrocínio,1
FEVEREIRO/2015,6,Tentativa de Homicídio,2
FEVEREIRO/2015,6,Estupro,3
FEVEREIRO/2015,6,Roubo a Ônibus,15
FEVEREIRO/2015,6,Roubo de Veículo,68
FEVEREIRO/2015,6,Furto de Veículo,11
FEVEREIRO/2015,6,Uso/Porte Entorpecente,9
FEVEREIRO/2015,7,Homicídio Doloso,2
FEVEREIRO/2015,7,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2015,7,Latrocínio,0
FEVEREIRO/2015,7,Tentativa de Homicídio,2
FEVEREIRO/2015,7,Estupro,2
FEVEREIRO/2015,7,Roubo a Ônibus,9
FEVEREIRO/2015,7,Roubo de Veículo,19
FEVEREIRO/2015,7,Furto de Veículo,7
FEVEREIRO/2015,7,Uso/Porte Entorpecente,2
FEVEREIRO/2015,8,Homicídio Doloso,4
FEVEREIRO/2015,8,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2015,8,Latrocínio,0
FEVEREIRO/2015,8,Tentativa de Homicídio,0
FEVEREIRO/2015,8,Estupro,2
FEVEREIRO/2015,8,Roubo a Ônibus,0
FEVEREIRO/2015,8,Roubo de Veículo,17
FEVEREIRO/2015,8,Furto de Veículo,2
FEVEREIRO/2015,8,Uso/Porte Entorpecente,0
FEVEREIRO/2015,9,Homicídio Doloso,2
FEVEREIRO/2015,9,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2015,9,Latrocínio,0
FEVEREIRO/2015,9,Tentativa de Homicídio,2
FEVEREIRO/2015,9,Estupro,2
FEVEREIRO/2015,9,Roubo a Ônibus,6
FEVEREIRO/2015,9,Roubo de Veículo,62
FEVEREIRO/2015,9,Furto de Veículo,10
FEVEREIRO/2015,9,Uso/Porte Entorpecente,7
FEVEREIRO/2015,10,Homicídio Doloso,7
FEVEREIRO/2015,10,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2015,10,Latrocínio,1
FEVEREIRO/2015,10,Tentativa de Homicídio,1
FEVEREIRO/2015,10,Estupro,7
FEVEREIRO/2015,10,Roubo a Ônibus,4
FEVEREIRO/2015,10,Roubo de Veículo,35
FEVEREIRO/2015,10,Furto de Veículo,9
FEVEREIRO/2015,10,Uso/Porte Entorpecente,3
FEVEREIRO/2015,11,Homicídio Doloso,12
FEVEREIRO/2015,11,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2015,11,Latrocínio,0
FEVEREIRO/2015,11,Tentativa de Homicídio,1
FEVEREIRO/2015,11,Estupro,12
FEVEREIRO/2015,11,Roubo a Ônibus,46
FEVEREIRO/2015,11,Roubo de Veículo,48
FEVEREIRO/2015,11,Furto de Veículo,8
FEVEREIRO/2015,11,Uso/Porte Entorpecente,3
FEVEREIRO/2015,12,Homicídio Doloso,5
FEVEREIRO/2015,12,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2015,12,Latrocínio,0
FEVEREIRO/2015,12,Tentativa de Homicídio,0
FEVEREIRO/2015,12,Estupro,5
FEVEREIRO/2015,12,Roubo a Ônibus,18
FEVEREIRO/2015,12,Roubo de Veículo,70
FEVEREIRO/2015,12,Furto de Veículo,21
FEVEREIRO/2015,12,Uso/Porte Entorpecente,12
FEVEREIRO/2015,13,Homicídio Doloso,3
FEVEREIRO/2015,13,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2015,13,Latrocínio,1
FEVEREIRO/2015,13,Tentativa de Homicídio,2
FEVEREIRO/2015,13,Estupro,1
FEVEREIRO/2015,13,Roubo a Ônibus,8
FEVEREIRO/2015,13,Roubo de Veículo,25
FEVEREIRO/2015,13,Furto de Veículo,8
FEVEREIRO/2015,13,Uso/Porte Entorpecente,4
FEVEREIRO/2015,14,Homicídio Doloso,1
FEVEREIRO/2015,14,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2015,14,Latrocínio,0
FEVEREIRO/2015,14,Tentativa de Homicídio,0
FEVEREIRO/2015,14,Estupro,1
FEVEREIRO/2015,14,Roubo a Ônibus,1
FEVEREIRO/2015,14,Roubo de Veículo,2
FEVEREIRO/2015,14,Furto de Veículo,0
FEVEREIRO/2015,14,Uso/Porte Entorpecente,3
FEVEREIRO/2015,15,Homicídio Doloso,1
FEVEREIRO/2015,15,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2015,15,Latrocínio,1
FEVEREIRO/2015,15,Tentativa de Homicídio,0
FEVEREIRO/2015,15,Estupro,2
FEVEREIRO/2015,15,Roubo a Ônibus,11
FEVEREIRO/2015,15,Roubo de Veículo,1
FEVEREIRO/2015,15,Furto de Veículo,0
FEVEREIRO/2015,15,Uso/Porte Entorpecente,3
FEVEREIRO/2015,16,Homicídio Doloso,0
FEVEREIRO/2015,16,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2015,16,Latrocínio,0
FEVEREIRO/2015,16,Tentativa de Homicídio,2
FEVEREIRO/2015,16,Estupro,0
FEVEREIRO/2015,16,Roubo a Ônibus,6
FEVEREIRO/2015,16,Roubo de Veículo,33
FEVEREIRO/2015,16,Furto de Veículo,1
FEVEREIRO/2015,16,Uso/Porte Entorpecente,1
FEVEREIRO/2018,1,Homicídio Doloso,2
FEVEREIRO/2018,1,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2018,1,Latrocínio,0
FEVEREIRO/2018,1,Tentativa de Homicídio,4
FEVEREIRO/2018,1,Estupro,4
FEVEREIRO/2018,1,Roubo a Ônibus,7
FEVEREIRO/2018,1,Roubo de Veículo,17
FEVEREIRO/2018,1,Furto de Veículo,6
FEVEREIRO/2018,1,Uso/Porte Entorpecente,13
FEVEREIRO/2018,2,Homicídio Doloso,12
FEVEREIRO/2018,2,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2018,2,Latrocínio,0
FEVEREIRO/2018,2,Tentativa de Homicídio,1
FEVEREIRO/2018,2,Estupro,2
FEVEREIRO/2018,2,Roubo a Ônibus,14
FEVEREIRO/2018,2,Roubo de Veículo,48
FEVEREIRO/2018,2,Furto de Veículo,6
FEVEREIRO/2018,2,Uso/Porte Entorpecente,2
FEVEREIRO/2018,3,Homicídio Doloso,8
FEVEREIRO/2018,3,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2018,3,Latrocínio,0
FEVEREIRO/2018,3,Tentativa de Homicídio,3
FEVEREIRO/2018,3,Estupro,8
FEVEREIRO/2018,3,Roubo a Ônibus,16
FEVEREIRO/2018,3,Roubo de Veículo,30
FEVEREIRO/2018,3,Furto de Veículo,11
FEVEREIRO/2018,3,Uso/Porte Entorpecente,15
FEVEREIRO/2018,4,Homicídio Doloso,6
FEVEREIRO/2018,4,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2018,4,Latrocínio,0
FEVEREIRO/2018,4,Tentativa de Homicídio,0
FEVEREIRO/2018,4,Estupro,4
FEVEREIRO/2018,4,Roubo a Ônibus,20
FEVEREIRO/2018,4,Roubo de Veículo,46
FEVEREIRO/2018,4,Furto de Veículo,3
FEVEREIRO/2018,4,Uso/Porte Entorpecente,6
FEVEREIRO/2018,5,Homicídio Doloso,19
FEVEREIRO/2018,5,Lesão Corporal Seguida de Morte,1
FEVEREIRO/2018,5,Latrocínio,0
FEVEREIRO/2018,5,Tentativa de Homicídio,9
FEVEREIRO/2018,5,Estupro,3
FEVEREIRO/2018,5,Roubo a Ônibus,17
FEVEREIRO/2018,5,Roubo de Veículo,18
FEVEREIRO/2018,5,Furto de Veículo,7
FEVEREIRO/2018,5,Uso/Porte Entorpecente,2
FEVEREIRO/2018,6,Homicídio Doloso,6
FEVEREIRO/2018,6,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2018,6,Latrocínio,1
FEVEREIRO/2018,6,Tentativa de Homicídio,5
FEVEREIRO/2018,6,Estupro,2
FEVEREIRO/2018,6,Roubo a Ônibus,12
FEVEREIRO/2018,6,Roubo de Veículo,22
FEVEREIRO/2018,6,Furto de Veículo,11
FEVEREIRO/2018,6,Uso/Porte Entorpecente,7
FEVEREIRO/2018,7,Homicídio Doloso,2
FEVEREIRO/2018,7,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2018,7,Latrocínio,0
FEVEREIRO/2018,7,Tentativa de Homicídio,0
FEVEREIRO/2018,7,Estupro,0
FEVEREIRO/2018,7,Roubo a Ônibus,10
FEVEREIRO/2018,7,Roubo de Veículo,15
FEVEREIRO/2018,7,Furto de Veículo,14
FEVEREIRO/2018,7,Uso/Porte Entorpecente,18
FEVEREIRO/2018,8,Homicídio Doloso,0
FEVEREIRO/2018,8,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2018,8,Latrocínio,0
FEVEREIRO/2018,8,Tentativa de Homicídio,0
FEVEREIRO/2018,8,Estupro,0
FEVEREIRO/2018,8,Roubo a Ônibus,3
FEVEREIRO/2018,8,Roubo de Veículo,18
FEVEREIRO/2018,8,Furto de Veículo,1
FEVEREIRO/2018,8,Uso/Porte Entorpecente,10
FEVEREIRO/2018,9,Homicídio Doloso,1
FEVEREIRO/2018,9,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2018,9,Latrocínio,0
FEVEREIRO/2018,9,Tentativa de Homicídio,0
FEVEREIRO/2018,9,Estupro,2
FEVEREIRO/2018,9,Roubo a Ônibus,9
FEVEREIRO/2018,9,Roubo de Veículo,32
FEVEREIRO/2018,9,Furto de Veículo,9
FEVEREIRO/2018,9,Uso/Porte Entorpecente,12
FEVEREIRO/2018,10,Homicídio Doloso,4
FEVEREIRO/2018,10,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2018,10,Latrocínio,0
FEVEREIRO/2018,10,Tentativa de Homicídio,1
FEVEREIRO/2018,10,Estupro,4
FEVEREIRO/2018,10,Roubo a Ônibus,10
FEVEREIRO/2018,10,Roubo de Veículo,38
FEVEREIRO/2018,10,Furto de Veículo,10
FEVEREIRO/2018,10,Uso/Porte Entorpecente,3
FEVEREIRO/2018,11,Homicídio Doloso,11
FEVEREIRO/2018,11,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2018,11,Latrocínio,0
FEVEREIRO/2018,11,Tentativa de Homicídio,3
FEVEREIRO/2018,11,Estupro,5
FEVEREIRO/2018,11,Roubo a Ônibus,26
FEVEREIRO/2018,11,Roubo de Veículo,54
FEVEREIRO/2018,11,Furto de Veículo,9
FEVEREIRO/2018,11,Uso/Porte Entorpecente,5
FEVEREIRO/2018,12,Homicídio Doloso,9
FEVEREIRO/2018,12,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2018,12,Latrocínio,0
FEVEREIRO/2018,12,Tentativa de Homicídio,2
FEVEREIRO/2018,12,Estupro,4
FEVEREIRO/2018,12,Roubo a Ônibus,11
FEVEREIRO/2018,12,Roubo de Veículo,34
FEVEREIRO/2018,12,Furto de Veículo,18
FEVEREIRO/2018,12,Uso/Porte Entorpecente,9
FEVEREIRO/2018,13,Homicídio Doloso,3
FEVEREIRO/2018,13,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2018,13,Latrocínio,0
FEVEREIRO/2018,13,Tentativa de Homicídio,4
FEVEREIRO/2018,13,Estupro,4
FEVEREIRO/2018,13,Roubo a Ônibus,5
FEVEREIRO/2018,13,Roubo de Veículo,33
FEVEREIRO/2018,13,Furto de Veículo,5
FEVEREIRO/2018,13,Uso/Porte Entorpecente,10
FEVEREIRO/2018,14,Homicídio Doloso,1
FEVEREIRO/2018,14,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2018,14,Latrocínio,0
FEVEREIRO/2018,14,Tentativa de Homicídio,0
FEVEREIRO/2018,14,Estupro,1
FEVEREIRO/2018,14,Roubo a Ônibus,0
FEVEREIRO/2018,14,Roubo de Veículo,3
FEVEREIRO/2018,14,Furto de Veículo,3
FEVEREIRO/2018,14,Uso/Porte Entorpecente,18
FEVEREIRO/2018,15,Homicídio Doloso,2
FEVEREIRO/2018,15,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2018,15,Latrocínio,0
FEVEREIRO/2018,15,Tentativa de Homicídio,2
FEVEREIRO/2018,15,Estupro,0
FEVEREIRO/2018,15,Roubo a Ônibus,4
FEVEREIRO/2018,15,Roubo de Veículo,1
FEVEREIRO/2018,15,Furto de Veículo,0
FEVEREIRO/2018,15,Uso/Porte Entorpecente,4
FEVEREIRO/2018,16,Homicídio Doloso,0
FEVEREIRO/2018,16,Lesão Corporal Seguida de Morte,0
FEVEREIRO/2018,16,Latrocínio,0
FEVEREIRO/2018,16,Tentativa de Homicídio,0
FEVEREIRO/2018,16,Estupro,1
FEVEREIRO/2018,16,Roubo a Ônibus,7
FEVEREIRO/2018,16,Roubo de Veículo,17
FEVEREIRO/2018,16,Furto de Veículo,9
FEVEREIRO/2018,16,Uso/Porte Entorpecente,9
MARÇO/2018,1,Homicídio Doloso,1
MARÇO/2018,1,Lesão Corporal Seguida de Morte,0
MARÇO/2018,1,Latrocínio,0
MARÇO/2018,1,Tentativa de Homicídio,0
MARÇO/2018,1,Estupro,1
MARÇO/2018,1,Roubo a Ônibus,5
MARÇO/2018,1,Roubo de Veículo,23
MARÇO/2018,1,Furto de Veículo,4
MARÇO/2018,1,Uso/Porte Entorpecente,36
MARÇO/2018,2,Homicídio Doloso,13
MARÇO/2018,2,Lesão Corporal Seguida de Morte,0
MARÇO/2018,2,Latrocínio,0
MARÇO/2018,2,Tentativa de Homicídio,7
MARÇO/2018,2,Estupro,1
MARÇO/2018,2,Roubo a Ônibus,4
MARÇO/2018,2,Roubo de Veículo,41
MARÇO/2018,2,Furto de Veículo,8
MARÇO/2018,2,Uso/Porte Entorpecente,3
MARÇO/2018,3,Homicídio Doloso,9
MARÇO/2018,3,Lesão Corporal Seguida de Morte,0
MARÇO/2018,3,Latrocínio,0
MARÇO/2018,3,Tentativa de Homicídio,5
MARÇO/2018,3,Estupro,3
MARÇO/2018,3,Roubo a Ônibus,9
MARÇO/2018,3,Roubo de Veículo,24
MARÇO/2018,3,Furto de Veículo,14
MARÇO/2018,3,Uso/Porte Entorpecente,1
MARÇO/2018,4,Homicídio Doloso,6
MARÇO/2018,4,Lesão Corporal Seguida de Morte,0
MARÇO/2018,4,Latrocínio,0
MARÇO/2018,4,Tentativa de Homicídio,1
MARÇO/2018,4,Estupro,6
MARÇO/2018,4,Roubo a Ônibus,24
MARÇO/2018,4,Roubo de Veículo,51
MARÇO/2018,4,Furto de Veículo,5
MARÇO/2018,4,Uso/Porte Entorpecente,3
MARÇO/2018,5,Homicídio Doloso,10
MARÇO/2018,5,Lesão Corporal Seguida de Morte,0
MARÇO/2018,5,Latrocínio,0
MARÇO/2018,5,Tentativa de Homicídio,4
MARÇO/2018,5,Estupro,7
MARÇO/2018,5,Roubo a Ônibus,25
MARÇO/2018,5,Roubo de Veículo,34
MARÇO/2018,5,Furto de Veículo,8
MARÇO/2018,5,Uso/Porte Entorpecente,8
MARÇO/2018,6,Homicídio Doloso,2
MARÇO/2018,6,Lesão Corporal Seguida de Morte,0
MARÇO/2018,6,Latrocínio,0
MARÇO/2018,6,Tentativa de Homicídio,1
MARÇO/2018,6,Estupro,2
MARÇO/2018,6,Roubo a Ônibus,10
MARÇO/2018,6,Roubo de Veículo,30
MARÇO/2018,6,Furto de Veículo,8
MARÇO/2018,6,Uso/Porte Entorpecente,5
MARÇO/2018,7,Homicídio Doloso,0
MARÇO/2018,7,Lesão Corporal Seguida de Morte,0
MARÇO/2018,7,Latrocínio,0
MARÇO/2018,7,Tentativa de Homicídio,2
MARÇO/2018,7,Estupro,3
MARÇO/2018,7,Roubo a Ônibus,7
MARÇO/2018,7,Roubo de Veículo,22
MARÇO/2018,7,Furto de Veículo,4
MARÇO/2018,7,Uso/Porte Entorpecente,14
MARÇO/2018,8,Homicídio Doloso,4
MARÇO/2018,8,Lesão Corporal Seguida de Morte,0
MARÇO/2018,8,Latrocínio,0
MARÇO/2018,8,Tentativa de Homicídio,1
MARÇO/2018,8,Estupro,2
MARÇO/2018,8,Roubo a Ônibus,1
MARÇO/2018,8,Roubo de Veículo,14
MARÇO/2018,8,Furto de Veículo,1
MARÇO/2018,8,Uso/Porte Entorpecente,8
MARÇO/2018,9,Homicídio Doloso,5
MARÇO/2018,9,Lesão Corporal Seguida de Morte,0
MARÇO/2018,9,Latrocínio,0
MARÇO/2018,9,Tentativa de Homicídio,0
MARÇO/2018,9,Estupro,3
MARÇO/2018,9,Roubo a Ônibus,9
MARÇO/2018,9,Roubo de Veículo,53
MARÇO/2018,9,Furto de Veículo,7
MARÇO/2018,9,Uso/Porte Entorpecente,8
MARÇO/2018,10,Homicídio Doloso,9
MARÇO/2018,10,Lesão Corporal Seguida de Morte,0
MARÇO/2018,10,Latrocínio,0
MARÇO/2018,10,Tentativa de Homicídio,0
MARÇO/2018,10,Estupro,3
MARÇO/2018,10,Roubo a Ônibus,9
MARÇO/2018,10,Roubo de Veículo,47
MARÇO/2018,10,Furto de Veículo,8
MARÇO/2018,10,Uso/Porte Entorpecente,2
MARÇO/2018,11,Homicídio Doloso,6
MARÇO/2018,11,Lesão Corporal Seguida de Morte,1
MARÇO/2018,11,Latrocínio,0
MARÇO/2018,11,Tentativa de Homicídio,1
MARÇO/2018,11,Estupro,6
MARÇO/2018,11,Roubo a Ônibus,25
MARÇO/2018,11,Roubo de Veículo,57
MARÇO/2018,11,Furto de Veículo,9
MARÇO/2018,11,Uso/Porte Entorpecente,6
MARÇO/2018,12,Homicídio Doloso,15
MARÇO/2018,12,Lesão Corporal Seguida de Morte,0
MARÇO/2018,12,Latrocínio,1
MARÇO/2018,12,Tentativa de Homicídio,1
MARÇO/2018,12,Estupro,8
MARÇO/2018,12,Roubo a Ônibus,7
MARÇO/2018,12,Roubo de Veículo,62
MARÇO/2018,12,Furto de Veículo,16
MARÇO/2018,12,Uso/Porte Entorpecente,12
MARÇO/2018,13,Homicídio Doloso,7
MARÇO/2018,13,Lesão Corporal Seguida de Morte,0
MARÇO/2018,13,Latrocínio,0
MARÇO/2018,13,Tentativa de Homicídio,2
MARÇO/2018,13,Estupro,1
MARÇO/2018,13,Roubo a Ônibus,22
MARÇO/2018,13,Roubo de Veículo,45
MARÇO/2018,13,Furto de Veículo,8
MARÇO/2018,13,Uso/Porte Entorpecente,3
MARÇO/2018,14,Homicídio Doloso,0
MARÇO/2018,14,Lesão Corporal Seguida de Morte,0
MARÇO/2018,14,Latrocínio,0
MARÇO/2018,14,Tentativa de Homicídio,0
MARÇO/2018,14,Estupro,1
MARÇO/2018,14,Roubo a Ônibus,2
MARÇO/2018,14,Roubo de Veículo,2
MARÇO/2018,14,Furto de Veículo,1
MARÇO/2018,14,Uso/Porte Entorpecente,3
MARÇO/2018,15,Homicídio Doloso,2
MARÇO/2018,15,Lesão Corporal Seguida de Morte,0
MARÇO/2018,15,Latrocínio,0
MARÇO/2018,15,Tentativa de Homicídio,0
MARÇO/2018,15,Estupro,2
MARÇO/2018,15,Roubo a Ônibus,0
MARÇO/2018,15,Roubo de Veículo,2
MARÇO/2018,15,Furto de Veículo,2
MARÇO/2018,15,Uso/Porte Entorpecente,11
MARÇO/2018,16,Homicídio Doloso,0
MARÇO/2018,16,Lesão Corporal Seguida de Morte,0
MARÇO/2018,16,Latrocínio,0
MARÇO/2018,16,Tentativa de Homicídio,0
MARÇO/2018,16,Estupro,0
MARÇO/2018,16,Roubo a Ônibus,7
MARÇO/2018,16,Roubo de Veículo,24
MARÇO/2018,16,Furto de Veículo,5
MARÇO/2018,16,Uso/Porte Entorpecente,6
MAIO/2016,1,Homicídio Doloso,3
MAIO/2016,1,Lesão Corporal Seguida de Morte,1
MAIO/2016,1,Latrocínio,0
MAIO/2016,1,Tentativa de Homicídio,5
MAIO/2016,1,Estupro,0
MAIO/2016,1,Roubo a Ônibus,26
MAIO/2016,1,Roubo de Veículo,21
MAIO/2016,1,Furto de Veículo,6
MAIO/2016,1,Uso/Porte Entorpecente,11
MAIO/2016,2,Homicídio Doloso,7
MAIO/2016,2,Lesão Corporal Seguida de Morte,1
MAIO/2016,2,Latrocínio,0
MAIO/2016,2,Tentativa de Homicídio,3
MAIO/2016,2,Estupro,2
MAIO/2016,2,Roubo a Ônibus,7
MAIO/2016,2,Roubo de Veículo,28
MAIO/2016,2,Furto de Veículo,11
MAIO/2016,2,Uso/Porte Entorpecente,4
MAIO/2016,3,Homicídio Doloso,12
MAIO/2016,3,Lesão Corporal Seguida de Morte,0
MAIO/2016,3,Latrocínio,1
MAIO/2016,3,Tentativa de Homicídio,3
MAIO/2016,3,Estupro,3
MAIO/2016,3,Roubo a Ônibus,27
MAIO/2016,3,Roubo de Veículo,35
MAIO/2016,3,Furto de Veículo,13
MAIO/2016,3,Uso/Porte Entorpecente,3
MAIO/2016,4,Homicídio Doloso,15
MAIO/2016,4,Lesão Corporal Seguida de Morte,1
MAIO/2016,4,Latrocínio,1
MAIO/2016,4,Tentativa de Homicídio,2
